host_id,listings,total_reviews,average_price,average_availability
217293060,4,1,318.5,182.0
13649613,4,418,50.25,75.75
154128335,4,221,47.0,232.25
38483415,4,19,66.0,363.25
38294216,4,15,60.0,211.75
38216858,4,3,257.5,364.0
14103991,4,176,57.25,296.75
60163700,4,80,56.5,46.25
126176275,4,78,44.75,63.75
62843071,4,632,45.75,251.25
72062,4,254,300.0,301.0
72014,4,456,97.25,275.25
248654228,4,6,38.75,129.25
215884830,4,83,53.75,204.75
38068387,4,132,151.75,257.25
37821056,4,23,135.75,269.5
37818581,4,479,90.0,0.0
154965091,4,160,187.5,72.25
5942292,4,193,116.25,105.75
5904463,4,3,137.5,0.0
1104166,4,39,136.25,26.5
124399442,4,11,32.0,176.25
66269338,4,144,75.0,318.75
643120,4,203,109.25,5.75
2120259,4,186,52.5,210.25
36889012,4,383,85.5,348.5
156547988,4,57,62.5,289.75
156436372,4,18,100.0,305.25
156042211,4,47,66.25,101.75
36234811,4,150,98.25,154.75
15640230,4,8,38.25,338.5
15439251,4,56,110.0,234.0
35387196,4,12,93.25,80.25
158399244,4,286,183.25,116.75
34915339,4,147,84.5,196.25
14552154,4,177,186.25,183.75
60617669,4,15,243.0,0.0
213111794,4,7,202.5,225.75
15231059,4,59,162.25,316.5
15145474,4,221,102.0,61.75
34861728,4,24,104.0,296.75
105074140,4,190,58.0,0.0
104836016,4,88,66.75,183.5
14796247,4,113,43.75,234.5
14614459,4,27,97.5,0.0
34313176,4,65,142.25,318.25
105828086,4,120,63.75,4.75
23719409,4,431,71.25,68.75
5577926,4,314,53.75,47.25
184750740,4,0,78.5,249.75
251296793,4,1,53.5,91.0
250115747,4,39,45.25,152.5
23591164,4,1269,65.0,246.0
68762417,4,239,106.0,101.0
67746251,4,115,70.0,51.5
67567916,4,0,33.75,316.5
67349249,4,0,424.0,236.0
122374980,4,264,60.0,152.25
121612198,4,42,80.5,336.25
2653479,4,96,65.0,68.75
22251283,4,27,120.0,35.75
191571338,4,227,54.25,74.25
209460,4,803,85.0,322.5
190324721,4,55,70.25,186.0
251817531,4,17,130.0,305.25
264478123,4,0,100.0,337.0
4562182,4,244,261.25,270.75
4932354,4,226,108.0,230.0
255234351,4,0,191.5,328.0
253552326,4,37,96.0,144.75
70181422,4,26,115.5,0.0
70058270,4,99,431.25,223.5
3229770,4,18,106.5,295.0
50741398,4,42,86.0,0.0
16151285,4,127,59.5,339.25
135530716,4,51,189.5,43.0
8033432,4,20,222.25,38.75
231281049,4,12,399.0,262.0
15838559,4,31,61.5,1.5
209298687,4,49,65.0,338.5
216191,4,62,157.75,112.25
208955733,4,103,85.0,356.25
208367810,4,13,33.75,68.75
208136645,4,11,47.0,214.0
16286162,4,328,48.0,225.25
16245414,4,312,203.75,105.5
16155254,4,534,165.0,190.25
51954926,4,598,55.0,28.25
33622924,4,443,70.0,352.25
33614329,4,337,106.0,214.75
33434914,4,296,47.0,41.75
390251,4,83,135.0,32.0
51531044,4,260,43.75,317.0
69124870,4,233,378.75,123.25
68787921,4,144,40.75,213.0
119828457,4,220,72.5,331.0
119523037,4,123,71.75,22.75
119155499,4,81,56.5,286.5
134293540,4,15,28.25,96.0
71176668,4,59,110.0,141.25
4770121,4,1,100.0,189.0
4765305,4,22,89.75,245.0
214611101,4,5,50.25,91.5
133785513,4,513,76.0,76.75
32707981,4,24,177.5,0.0
99392252,4,732,56.5,0.0
